No,LFW,character,GHC,GX,rhyme,meaning,page number,character number
17726,91,𗀮,thew²,thi̱w²,2.38,遇,06.07B.1,11
17727,1234,𘄱,thjɨj¹,theṃ¹,1.42,田,06.07B.1,12
17728,546,𘈫,ꞏu²,γu̱²,2.01,巫,06.07B.1,13
17729,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.07B.1,14
17730,5981,𗈪,ꞏja,a?,0,D1,06.07B.1,15
17731,5146,𘗒,bju²,bu²,2.03,召,06.07B.2,1
17732,4342,𗞞,dja²,da²,2.17,D1,06.07B.2,2
17733,2082,𗤄,ꞏjɨr¹,ryər¹,1.86,問,06.07B.2,3
17734,3027,𗊬,kụ²,qu̱h²,2.51,答,06.07B.2,4
17735,1045,𘒣,dạ²,da̱h²,2.56,曰,06.07B.2,5
17736,5926,𘌋,lhjị¹,lhih¹,1.67,麥,06.07B.2,6
17737,3457,𗆧,sjiw¹,siw¹,1.46,新,06.07B.2,7
17738,4517,𗡅,dzji¹,dzi¹,1.10,食1,06.07B.2,8
17739,2090,𗦇,lew²,lli̱w²,2.38,所,06.07B.2,9
17740,1943,𗅔,nja̱²,naw²,2.18,非,06.07B.2,10
17741,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.07B.2,11
17742,2503,𗏡,kụ¹,qu̱h¹,1.55,後,06.07B.2,12
17743,5926,𘌋,lhjị¹,lhih¹,1.67,麥,06.07B.2,13
17744,4342,𗞞,dja²,da²,2.17,D1,06.07B.2,14
17745,632,𘇲,we¹,vwi̱¹,1.08,熟,06.07B.2,15
17746,705,𘅍,zjịj¹,zeh¹,1.61,時,06.07B.3,1
17747,3830,𘟙,njij²,ne²,2.33,王,06.07B.3,2
17748,1245,𘝵,ꞏjij¹,ye¹,1.36,自,06.07B.3,3
17749,797,𗉣,phji¹,phi¹,1.11,謀,06.07B.3,4
17750,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,06.07B.3,5
17751,804,𗌽,djɨ²,də²,2.28,D1,06.07B.3,6
17752,5241,𘎬,kjwị²,kwih²,0,割,06.07B.3,7
17753,749,𗟻,phji¹,phi¹,1.11,使1,06.07B.3,8
17754,270,𗍅,kjɨ̱r¹,rkər¹,1.92,匠,06.07B.3,9
17755,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.07B.3,10
17756,1105,𘓯,khjow¹,khoṃ¹,1.56,賜1,06.07B.3,11
17757,4508,𗠇,tjị¹,tih¹,1.67,餐,06.07B.3,12
17758,5113,𘃡,wji¹,vi¹,1.10,為1,06.07B.3,13
17759,4469,𗶹,śji²,śi²,2.09,往1,06.07B.3,14
17760,749,𗟻,phji¹,phi¹,1.11,使1,06.07B.3,15
17761,1064,𗷝,mjij²,me²,2.33,未,06.07B.4,1
17762,4658,𗠰,thji¹,thi¹,1.11,飲,06.07B.4,2
17763,5354,𘌽,thjɨ²,thə²,2.28,此,06.07B.4,3
17764,3349,𗏣,rjijr²,rer²,2.68,P.,06.07B.4,4
17765,3900,𘀟,ꞏo¹,γo̱¹,1.49,胃,06.07B.4,5
17766,2983,𗅁,ꞏu²,γu̱²,2.01,中,06.07B.4,6
17767,2276,𘔹,bə²,bə̱²,2.25,膨,06.07B.4,7
17768,1972,𗁒,rjijr¹,rer²,2.68,脹,06.07B.4,8
17769,2015,𘊂,nja̱²,naw²,2.12,屎,06.07B.4,9
17770,2085,𗽷,ꞏja̱r²,ryawr²,2.75,圈,06.07B.4,10
17771,2983,𗅁,ꞏu²,γu̱²,2.01,中,06.07B.4,11
17772,795,𘙇,rjɨr²,rər²,2.77,D1,06.07B.4,12
17773,4469,𗶹,śji²,śi²,2.09,往1,06.07B.4,13
17774,824,𗉮,tśhjɨ²,tśhə²,2.27,立,06.07B.4,14
17775,5417,𘃛,rjar²,rar²,2.74,即,06.07B.4,15
17776,4342,𗞞,dja²,da²,2.17,D1,06.07B.5,1
17777,3363,𗏋,sji²,si²,2.10,死1,06.07B.5,2
17778,707,𗉔,tśjiw¹,tśiw¹,1.45,周,06.07B.5,3
17779,3139,𗤀,śjij¹,śe¹,1.35,代,06.07B.5,4
17780,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.07B.5,5
17781,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.07B.5,6
17782,5354,𘌽,thjɨ²,thə²,2.28,此,06.07B.5,7
17783,1183,𘅣,dạ²,da̱h²,2.56,事,06.07B.5,8
17784,1476,𗰹,tsow²,tso̱ṃ²,2.47,左,06.07B.5,9
17785,1990,𗊧,tśhjwã¹,tśhwaṃ¹,1.26,傳,06.07B.5,10
17786,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,06.07B.5,11
17787,5993,𘂤,kha¹,qha̱¹,1.17,中,06.07B.5,12
17788,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說1,06.07B.5,13
17789,3803,𗦿,pjɨj¹,peṃ¹,1.42,扁,06.07B.6,1
17790,318,𗘊,tshjwu²,tshwu²,2.03,鵲,06.07B.6,2
17791,607,𘈑,mjɨr¹,rmər¹,1.86,姓,06.07B.6,3
17792,2888,𗤳,mə²,mə̱²,2.25,姓,06.07B.6,4
17793,3193,𗣭,tshji¹,tshiṃ¹,1.16,秦,06.07B.6,5
17794,2639,𗦻,mji̱j²,mme²,2.35,名,06.07B.6,6
17795,4689,𗇝,ꞏjwar¹,rywar¹,1.97,越,06.07B.6,7
17796,1906,𗅉,niow¹,nuo¹,1.57,後,06.07B.6,8
17797,2639,𗦻,mji̱j²,mme²,2.35,名,06.07B.6,9
17798,1227,𗱭,śjiw²,śiw²,2.40,少,06.07B.6,10
17799,1319,𘄴,tshji¹,tshi¹,1.11,齊,06.07B.6,11
17800,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.07B.6,12
17801,5233,𘐀,phə¹,phə̱¹,1.27,渤,06.07B.6,13
17802,3397,𗃰,xej¹,he̱¹,1.33,海,06.07B.6,14
17803,2627,𗼻,ljɨ̣²,lləh²,2.61,地,06.07B.6,15
17804,5258,𘍞,iọ¹,γao̱h¹,1.71,方,06.07B.7,1
17805,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.07B.7,2
17806,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.07B.7,3
17807,2104,𗪘,śji¹,śi¹,1.10,先,06.07B.7,4
17808,1319,𘄴,tshji¹,tshi¹,1.11,齊,06.07B.7,5
17809,1643,𗙔,xwã¹,hwa̱ṃ¹,1.24,桓,06.07B.7,6
17810,3738,𘓖,kow¹,qo̱ṃ¹,1.54,公,06.07B.7,7
17811,4950,𗑠,rjir²,rir²,2.72,P.,06.07B.7,8
17812,5981,𗈪,ꞏja,a?,0,D1,06.07B.7,9
17813,756,𘄏,dźju²,dźu²,2.02,遇,06.07B.7,10
17814,4861,𘝨,zjọ²,zoh²,2.64,時,06.07B.7,11
17815,1045,𘒣,dạ²,da̱h²,2.56,曰,06.07B.7,12
17816,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.07B.7,13
17817,4028,𗍳,nji²,ni²,2.10,汝,06.07B.7,14
17818,5479,𘋜,rjar¹,rar¹,1.82,疫,06.07B.7,15
17819,2857,𗥓,ŋo²,ŋo̱²,2.42,病,06.08A.1,1
17820,4342,𗞞,dja²,da²,2.17,D1,06.08A.1,2
17821,2724,𗋐,tśhju¹,tśhu¹,1.02,有1,06.08A.1,3
17822,4601,𘉞,nja²,na²,2.17,2SG,06.08A.1,4
17823,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.08A.1,5
17824,1643,𗙔,xwã¹,hwa̱ṃ¹,1.24,桓,06.08A.1,6
17825,3738,𘓖,kow¹,qo̱ṃ¹,1.54,公,06.08A.1,7
17826,1918,𗅋,mji¹,mi¹,1.11,不,06.08A.1,8
17827,3575,𗨉,nji²,ni²,2.10,聽2,06.08A.1,9
17828,1906,𗅉,niow¹,nuo¹,1.57,後,06.08A.1,10
17829,3101,𗫸,ꞏjị²,yih²,2.60,復,06.08A.1,11
17830,46,𘟀,ljij²,le²,2.33,見1,06.08A.1,12
17831,1045,𘒣,dạ²,da̱h²,2.56,曰,06.08A.1,13
17832,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.08A.1,14
17833,4028,𗍳,nji²,ni²,2.10,汝,06.08A.1,15
17834,5479,𘋜,rjar¹,rar¹,1.82,疫,06.08A.2,1
17835,2857,𗥓,ŋo²,ŋo̱²,2.42,病,06.08A.2,2
17836,4342,𗞞,dja²,da²,2.17,D1,06.08A.2,3
17837,2724,𗋐,tśhju¹,tśhu¹,1.02,有1,06.08A.2,4
17838,4601,𘉞,nja²,na²,2.17,2SG,06.08A.2,5
17839,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.08A.2,6
17840,3101,𗫸,ꞏjị²,yih²,2.60,復,06.08A.2,7
17841,1643,𗙔,xwã¹,hwa̱ṃ¹,1.24,桓,06.08A.2,8
17842,3738,𘓖,kow¹,qo̱ṃ¹,1.54,公,06.08A.2,9
17843,4950,𗑠,rjir²,rir²,2.72,P.,06.08A.2,10
17844,5981,𗈪,ꞏja,a?,0,D1,06.08A.2,11
17845,756,𘄏,dźju²,dźu²,2.02,遇,06.08A.2,12
17846,3193,𗣭,tshji¹,tshiṃ¹,1.16,秦,06.08A.2,13
17847,4689,𗇝,ꞏjwar¹,rywar¹,1.97,越,06.08A.2,14
17848,824,𗉮,tśhjɨ²,tśhə²,2.27,立,06.08A.2,15
17849,5417,𘃛,rjar²,rar²,2.74,即,06.08A.3,1
17850,4342,𗞞,dja²,da²,2.17,D1,06.08A.3,2
17851,4478,𗶲,ta¹,ta̱¹,1.17,逃,06.08A.3,3
17852,5553,𘍾,gji²,gi²,2.10,數,06.08A.3,4
17853,811,𘜍,ꞏja̱r²,ryawr²,2.75,日,06.08A.3,5
17854,2474,𗦎,rar²,ra̱r²,2.73,過,06.08A.3,6
17855,1906,𗅉,niow¹,nuo¹,1.57,後,06.08A.3,7
17856,1643,𗙔,xwã¹,hwa̱ṃ¹,1.24,桓,06.08A.3,8
17857,3738,𘓖,kow¹,qo̱ṃ¹,1.54,公,06.08A.3,9
17858,2857,𗥓,ŋo²,ŋo̱²,2.42,病,06.08A.3,10
17859,91,𗀮,thew²,thi̱w²,2.38,遇,06.08A.3,11
17860,3193,𗣭,tshji¹,tshiṃ¹,1.16,秦,06.08A.3,12
17861,4689,𗇝,ꞏjwar¹,rywar¹,1.97,越,06.08A.3,13
17862,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.08A.3,14
17863,5146,𘗒,bju²,bu²,2.03,召,06.08A.3,15
17864,3193,𗣭,tshji¹,tshiṃ¹,1.16,秦,06.08A.4,1
17865,4689,𗇝,ꞏjwar¹,rywar¹,1.97,越,06.08A.4,2
17866,1045,𘒣,dạ²,da̱h²,2.56,曰,06.08A.4,3
17867,2104,𗪘,śji¹,śi¹,1.10,先,06.08A.4,4
17868,3926,𘀍,nja²,na²,2.17,汝,06.08A.4,5
17869,4950,𗑠,rjir²,rir²,2.72,P.,06.08A.4,6
17870,5981,𗈪,ꞏja,a?,0,D1,06.08A.4,7
17871,756,𘄏,dźju²,dźu²,2.02,遇,06.08A.4,8
17872,4861,𘝨,zjọ²,zoh²,2.64,時,06.08A.4,9
17873,5479,𘋜,rjar¹,rar¹,1.82,疫,06.08A.4,10
17874,2857,𗥓,ŋo²,ŋo̱²,2.42,病,06.08A.4,11
17875,1153,𘘤,dźjɨ¹,dźə¹,1.30,皮,06.08A.4,12
17876,564,𘘾,djwar¹,rdwar¹,1.82,皮,06.08A.4,13
17877,5757,𘂳,źjạ¹,źah¹,1.64,間,06.08A.4,14
17878,4342,𗞞,dja²,da²,2.17,D1,06.08A.4,15
17879,5449,𘐏,tjị¹,tih¹,1.67,置1,06.08A.5,1
17880,3131,𗧵,sa̱r¹,nsa̱r¹,1.83,針,06.08A.5,2
17881,4413,𗚜,pju²,pu²,2.03,灸1,06.08A.5,3
17882,5113,𘃡,wji¹,vi¹,1.10,為1,06.08A.5,4
17883,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,06.08A.5,5
17884,2825,𗆇,ŋwər²,rŋwə̱r²,2.76,愈,06.08A.5,6
17885,5285,𘃞,ljɨ¹,lə¹,1.29,也,06.08A.5,7
17886,3101,𗫸,ꞏjị²,yih²,2.60,復,06.08A.5,8
17887,4028,𗍳,nji²,ni²,2.10,汝,06.08A.5,9
17888,4950,𗑠,rjir²,rir²,2.72,P.,06.08A.5,10
17889,5981,𗈪,ꞏja,a?,0,D1,06.08A.5,11
17890,756,𘄏,dźju²,dźu²,2.02,遇,06.08A.5,12
17891,4861,𘝨,zjọ²,zoh²,2.64,時,06.08A.5,13
17892,5479,𘋜,rjar¹,rar¹,1.82,疫,06.08A.5,14
17893,2857,𗥓,ŋo²,ŋo̱²,2.42,病,06.08A.5,15
17894,2734,𗊴,sjij¹,se¹,1.36,血,06.08A.6,1
17895,5993,𘂤,kha¹,qha̱¹,1.17,中,06.08A.6,2
17896,4342,𗞞,dja²,da²,2.17,D1,06.08A.6,3
17897,5449,𘐏,tjị¹,tih¹,1.67,置1,06.08A.6,4
17898,3612,𗿧,tsə̣¹,tsə̱h¹,1.68,藥,06.08A.6,5
17899,4582,𗠦,tjị¹,tih¹,1.67,喂,06.08A.6,6
17900,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,06.08A.6,7
17901,2825,𗆇,ŋwər²,rŋwə̱r²,2.76,愈,06.08A.6,8
17902,5285,𘃞,ljɨ¹,lə¹,1.29,也,06.08A.6,9
17903,3133,𗫈,sjij¹,se¹,1.36,今,06.08A.6,10
17904,4028,𗍳,nji²,ni²,2.10,汝,06.08A.6,11
17905,4950,𗑠,rjir²,rir²,2.72,P.,06.08A.6,12
17906,5981,𗈪,ꞏja,a?,0,D1,06.08A.6,13
17907,756,𘄏,dźju²,dźu²,2.02,遇,06.08A.6,14
17908,1542,𗌭,ku¹,qu̱¹,1.01,故,06.08A.6,15
17909,5479,𘋜,rjar¹,rar¹,1.82,疫,06.08A.7,1
17910,2857,𗥓,ŋo²,ŋo̱²,2.42,病,06.08A.7,2
17911,2778,𗥛,rjɨr¹,rər¹,1.86,骨,06.08A.7,3
17912,2801,𗧜,lhu̱²,nlhu̱²,2.05,髓,06.08A.7,4
17913,5993,𘂤,kha¹,qha̱¹,1.17,中,06.08A.7,5
17914,1326,𘙌,kjɨ¹,kə¹,1.30,D1,06.08A.7,6
17915,1616,𘃽,ꞏo²,γo̱²,2.42,入,06.08A.7,7
17916,3916,𗭪,sji²,si²,2.10,PRF,06.08A.7,8
17917,3614,𗤷,kạ¹,qa̱h¹,1.63,命,06.08A.7,9
17918,3266,𗦳,dzju²,dzu²,2.03,主,06.08A.7,10
17919,3456,𗄼,lja¹,la¹,1.20,來,06.08A.7,11
17920,5815,𘂆,tsjɨ¹,tsə¹,1.30,亦,06.08A.7,12
17921,3832,𗇐,djị²,dih²,2.60,修1,06.08A.7,13
17922,5643,𘖑,mjɨ¹,mə¹,1.30,不,06.08A.7,14
17923,2620,𗩱,njwi²,nwi²,2.10,能,06.08A.7,15
17924,5285,𘃞,ljɨ¹,lə¹,1.29,也,06.08B.1,1
17925,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.08B.1,2
17926,2503,𗏡,kụ¹,qu̱h¹,1.55,後,06.08B.1,3
17927,5553,𘍾,gji²,gi²,2.10,數,06.08B.1,4
17928,811,𘜍,ꞏja̱r²,ryawr²,2.75,日,06.08B.1,5
17929,2474,𗦎,rar²,ra̱r²,2.73,過,06.08B.1,6
17930,1906,𗅉,niow¹,nuo¹,1.57,後,06.08B.1,7
17931,3349,𗏣,rjijr²,rer²,2.68,P.,06.08B.1,8
17932,1643,𗙔,xwã¹,hwa̱ṃ¹,1.24,桓,06.08B.1,9
17933,3738,𘓖,kow¹,qo̱ṃ¹,1.54,公,06.08B.1,10
17934,4342,𗞞,dja²,da²,2.17,D1,06.08B.1,11
17935,3363,𗏋,sji²,si²,2.10,死1,06.08B.1,12
17936,3553,𗋳,kwã¹,kwa̱ṃ¹,1.24,管,06.08B.2,1
17937,3566,𗥡,lu²,lu̱²,2.01,輅,06.08B.2,2
17938,1906,𗅉,niow¹,nuo¹,1.57,後,06.08B.2,3
17939,2639,𗦻,mji̱j²,mme²,2.35,名,06.08B.2,4
17940,201,𗘺,mjij¹,me¹,1.36,明,06.08B.2,5
17941,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.08B.2,6
17942,3789,𗦮,phjij¹,phe¹,1.36,平,06.08B.2,7
17943,2627,𗼻,ljɨ̣²,lləh²,2.61,地,06.08B.2,8
17944,5258,𘍞,iọ¹,γao̱h¹,1.71,方,06.08B.2,9
17945,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.08B.2,10
17946,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.08B.2,11
17947,1374,𗉘,tśhjɨ¹,tśhə¹,1.29,此,06.08B.2,12
17948,4861,𘝨,zjọ²,zoh²,2.64,時,06.08B.2,13
17949,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,06.08B.2,14
17950,3727,𘚬,ɣẽ¹,γi̱ṃ¹,1.15,恩,06.08B.2,15
17951,2862,𗫌,nji¹,ni¹,1.11,家,06.08B.3,1
17952,5447,𘋩,do²,do̱²,2.42,P.,06.08B.3,2
17953,795,𘙇,rjɨr²,rər²,2.77,D1,06.08B.3,3
17954,4469,𗶹,śji²,śi²,2.09,往1,06.08B.3,4
17955,1254,𗲳,dźjwɨr¹,rdźwər²,1.86,碓,06.08B.3,5
17956,89,𗀔,tśhja̱¹,tśhaw¹,1.21,P.,06.08B.3,6
17957,4176,𗚦,tju¹,tu¹,1.03,鳩,06.08B.3,7
17958,4176,𗚦,tju¹,tu¹,1.03,鳩,06.08B.3,8
17959,3559,𗫹,ɣwə¹,γwə̱¹,1.27,鬥,06.08B.3,9
17960,4916,𗔼,ɣwej¹,γwe̱¹,1.33,戰,06.08B.3,10
17961,3553,𗋳,kwã¹,kwa̱ṃ¹,1.24,管,06.08B.3,11
17962,3566,𗥡,lu²,lu̱²,2.01,輅,06.08B.3,12
17963,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,06.08B.3,13
17964,3727,𘚬,ɣẽ¹,γi̱ṃ¹,1.15,恩,06.08B.3,14
17965,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.08B.3,15
17966,1045,𘒣,dạ²,da̱h²,2.56,曰,06.08B.4,1
17967,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.08B.4,2
17968,3696,𗧣,na¹,na̱¹,1.17,翌,06.08B.4,3
17969,5124,𘌫,rar²,ra̱r²,2.73,日,06.08B.4,4
17970,1326,𘙌,kjɨ¹,kə¹,1.30,一,06.08B.4,5
17971,2833,𗅆,djɨj²,deṃ²,2.37,定,06.08B.4,6
17972,5725,𘃂,wjɨ̣²,vəh²,2.61,東,06.08B.4,7
17973,3349,𗏣,rjijr²,rer²,2.68,P.,06.08B.4,8
17974,5165,𗯩,twụ¹,twu̱h¹,1.58,處,06.08B.4,9
17975,100,𘈩,lew¹,li̱w¹,1.43,一,06.08B.4,10
17976,187,𘒺,nar²,rna̱r²,2.73,老,06.08B.4,11
17977,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.08B.4,12
17978,294,𗗾,wa¹,vwa̱¹,1.17,豬,06.08B.4,13
17979,448,𗖌,gjɨ²,gə²,2.28,一,06.08B.4,14
17980,3502,𗆰,lja¹,lla¹,1.20,送,06.08B.4,15
17981,4028,𗍳,nji²,ni²,2.10,汝,06.08B.5,1
17982,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.08B.5,2
17983,5689,𘗠,ɣa¹,γa̱¹,1.17,戶,06.08B.5,3
17984,5399,𗯴,khju¹,khu¹,1.03,下,06.08B.5,4
17985,5146,𘗒,bju²,bu²,2.03,召,06.08B.5,5
17986,448,𗖌,gjɨ²,gə²,2.28,一,06.08B.5,6
17987,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.08B.5,7
17988,502,𘓊,zjɨ̱r¹,rzər¹,1.92,寡,06.08B.5,8
17989,5377,𘐠,ŋjwo²,ŋwo̱²,2.42,損,06.08B.5,9
17990,5643,𘖑,mjɨ¹,mə¹,1.30,不,06.08B.5,10
17991,3092,𗫶,djij²,de²,2.33,然,06.08B.5,11
17992,1801,𘈒,dzjij²,dze²,2.33,餘,06.08B.5,12
17993,2365,𗂙,pha¹,pha̱¹,1.17,別,06.08B.5,13
17994,2580,𘉰,ŋjạ²,ŋah²,2.57,禍,06.08B.5,14
17995,2516,𗦁,ɣie²,γai̱h²,2.59,害,06.08B.5,15
17996,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,06.08B.6,1
17997,2194,𗤋,mjij¹,me¹,1.36,無,06.08B.6,2
17998,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.08B.6,3
17999,2503,𗏡,kụ¹,qu̱h¹,1.55,後,06.08B.6,4
18000,2440,𗾞,njɨ̱²,nnə²,2.29,日,06.08B.6,5
18001,4831,𗑔,mə²,mə̱²,2.25,果,06.08B.6,6
18002,2909,𗅐,la²,la̱²,2.14,然,06.08B.6,7
18003,2104,𗪘,śji¹,śi¹,1.10,先,06.08B.6,8
18004,4993,𗓂,sjɨ²,sə²,2.28,知,06.08B.6,9
18005,3469,𗹬,sjij²,se²,2.33,識,06.08B.6,10
18006,187,𘒺,nar²,rna̱r²,2.73,老,06.08B.6,11
18007,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.08B.6,12
18008,448,𗖌,gjɨ²,gə²,2.28,一,06.08B.6,13
18009,2373,𗆐,ljịj²,lleh²,2.54,來,06.08B.6,14
18010,294,𗗾,wa¹,vwa̱¹,1.17,豬,06.08B.6,15
18011,1516,𗖅,sjwi²,swi²,2.10,引,06.08B.7,1
18012,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,06.08B.7,2
18013,3727,𘚬,ɣẽ¹,γi̱ṃ¹,1.15,恩,06.08B.7,3
18014,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.08B.7,4
18015,1105,𘓯,khjow¹,khoṃ¹,1.56,賜1,06.08B.7,5
18016,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,06.08B.7,6
18017,3727,𘚬,ɣẽ¹,γi̱ṃ¹,1.15,恩,06.08B.7,7
18018,2045,𗊖,ꞏo²,γo̱²,2.42,酒,06.08B.7,8
18019,5173,𘖗,dźjɨ̣,dźə¹,0,拔,06.08B.7,9
18020,1906,𗅉,niow¹,nuo¹,1.57,後,06.08B.7,10
18021,90,𗀝,wor¹,rvwo̱r¹,1.89,鷄,06.08B.7,11
18022,4546,𗡗,ꞏja̱r²,ryawr²,2.75,鷄,06.08B.7,12
18023,1326,𘙌,kjɨ¹,kə¹,1.30,D1,06.08B.7,13
18024,1922,𗁷,khia¹,qhaa̱¹,1.18,射,06.08B.7,14
18025,4508,𗠇,tjị¹,tih¹,1.67,餐,06.08B.7,15
18026,5113,𘃡,wji¹,vi¹,1.10,為1,06.09A.1,1
18027,749,𗟻,phji¹,phi¹,1.11,使1,06.09A.1,2
18028,4546,𗡗,ꞏja̱r²,ryawr²,2.75,鷄,06.09A.1,3
18029,1922,𗁷,khia¹,qhaa̱¹,1.18,射,06.09A.1,4
18030,5710,𗮆,ljị¹,llih¹,1.67,箭,06.09A.1,5
18031,960,𗕪,mjịj¹,meh¹,1.61,女,06.09A.1,6
18032,3798,𗣫,tsəj¹,tse̱ṃ¹,1.40,小,06.09A.1,7
18033,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,06.09A.1,8
18034,3990,𗭒,khjɨ¹,khə¹,1.30,足,06.09A.1,9
18035,5856,𘕿,ɣa²,γa̱²,2.14,P.,06.09A.1,10
18036,1326,𘙌,kjɨ¹,kə¹,1.30,D1,06.09A.1,11
18037,2939,𗂆,zjịj¹,zeh¹,1.61,中,06.09A.1,12
18038,2862,𗫌,nji¹,ni¹,1.11,家,06.09A.1,13
18039,5447,𘋩,do²,do̱²,2.42,P.,06.09A.1,14
18040,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,06.09A.1,15
18041,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.09A.2,1
18042,497,𘜔,ŋewr²,rŋi̱wr²,2.78,多,06.09A.2,2
18043,10,𗄊,źji²,zi²,2.10,皆,06.09A.2,3
18044,4342,𗞞,dja²,da²,2.17,D1,06.09A.2,4
18045,5543,𘕫,ŋewr¹,rŋi̱wr¹,1.87,畏,06.09A.2,5
18046,3424,𗃬,le²,lli̱²,2.07,懼,06.09A.2,6
18047,5643,𘖑,mjɨ¹,mə¹,1.30,不,06.09A.2,7
18048,3092,𗫶,djij²,de²,2.33,然,06.09A.2,8
18049,1801,𘈒,dzjij²,dze²,2.33,餘,06.09A.2,9
18050,2365,𗂙,pha¹,pha̱¹,1.17,別,06.09A.2,10
18051,2580,𘉰,ŋjạ²,ŋah²,2.57,禍,06.09A.2,11
18052,2516,𗦁,ɣie²,γai̱h²,2.59,害,06.09A.2,12
18053,4444,𘓁,ljɨ̣¹,lləh¹,1.69,及,06.09A.2,13
18054,2194,𗤋,mjij¹,me¹,1.36,無,06.09A.2,14
18055,1906,𗅉,niow¹,nuo¹,1.57,後,06.09A.2,15
18056,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.09A.3,1
18057,448,𗖌,gjɨ²,gə²,2.28,一,06.09A.3,2
18058,930,𘟣,dju¹,du¹,1.03,有1,06.09A.3,3
18059,2455,𗪯,gji²,gi²,2.10,妻,06.09A.3,4
18060,2129,𗦉,bjij²,be²,2.33,妻,06.09A.3,5
18061,4342,𗞞,dja²,da²,2.17,D1,06.09A.3,6
18062,1427,𘜉,phji²,phi²,2.10,棄1,06.09A.3,7
18063,1906,𗅉,niow¹,nuo¹,1.57,後,06.09A.3,8
18064,3553,𗋳,kwã¹,kwa̱ṃ¹,1.24,管,06.09A.3,9
18065,3566,𗥡,lu²,lu̱²,2.01,輅,06.09A.3,10
18066,5447,𘋩,do²,do̱²,2.42,P.,06.09A.3,11
18067,3630,𗣟,wjijr¹,rver¹,1.74,卜,06.09A.3,12
18068,1452,𗱢,nja¹,na¹,1.20,D1,06.09A.3,13
18069,5346,𘕤,ꞏju²,yu²,2.02,尋1,06.09A.3,14
18070,3553,𗋳,kwã¹,kwa̱ṃ¹,1.24,管,06.09A.3,15
18071,3566,𗥡,lu²,lu̱²,2.01,輅,06.09A.4,1
18072,1045,𘒣,dạ²,da̱h²,2.56,曰,06.09A.4,2
18073,4028,𗍳,nji²,ni²,2.10,汝,06.09A.4,3
18074,21,𗵚,bju¹,bu¹,1.19,道,06.09A.4,4
18075,2983,𗅁,ꞏu²,γu̱²,2.01,中,06.09A.4,5
18076,294,𗗾,wa¹,vwa̱¹,1.17,豬,06.09A.4,6
18077,2847,𘓥,ꞏụ²,γu̱h²,2.51,擔,06.09A.4,7
18078,448,𗖌,gjɨ²,gə²,2.28,一,06.09A.4,8
18079,4342,𗞞,dja²,da²,2.17,D1,06.09A.4,9
18080,4349,𗜜,ꞏjo²,yo²,2.44,尋2,06.09A.4,10
18081,4978,𗓱,tjij¹,te¹,1.36,若,06.09A.4,11
18082,1599,𘜘,rjir¹,rir¹,1.79,得1,06.09A.4,12
18083,705,𘅍,zjịj¹,zeh¹,1.61,時,06.09A.4,13
18084,294,𗗾,wa¹,vwa̱¹,1.17,豬,06.09A.4,14
18085,1906,𗅉,niow¹,nuo¹,1.57,後,06.09A.4,15
18086,4481,𗶷,śjɨ¹,śə¹,1.29,往2,06.09A.5,1
18087,2090,𗦇,lew²,lli̱w²,2.38,所,06.09A.5,2
18088,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.09A.5,3
