No,LFW,character,GHC,GX,rhyme,meaning,page number,character number
17363,1402,𘔘,xũ¹,hu̱ṃ¹,1.96,弘,06.05B.2,2
17364,2104,𗪘,śji¹,śi¹,1.10,先,06.05B.2,3
17365,2455,𗪯,gji²,gi²,2.10,妻,06.05B.2,4
17366,2129,𗦉,bjij²,be²,2.33,妻,06.05B.2,5
17367,4342,𗞞,dja²,da²,2.17,D1,06.05B.2,6
17368,3126,𗿷,dźjij²,dźe²,2.32,有1,06.05B.2,7
17369,1542,𗌭,ku¹,qu̱¹,1.01,故,06.05B.2,8
17370,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,06.05B.2,9
17371,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,06.05B.2,10
17372,1402,𘔘,xũ¹,hu̱ṃ¹,1.96,弘,06.05B.2,11
17373,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.05B.2,12
17374,1045,𘒣,dạ²,da̱h²,2.56,曰,06.05B.2,13
17375,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,06.05B.2,14
17376,2236,𗨷,lhjɨ¹,lhə¹,1.30,徐,06.05B.2,15
17377,594,𘙥,lhji²,lhi²,2.10,徐,06.05B.3,1
17378,5682,𘐷,ka̱r¹,ŋqa̱r¹,1.83,察,06.05B.3,2
17379,3357,𗧠,kiẹj²,qae̱h²,2.53,欲,06.05B.3,3
17380,2484,𘔼,nio̱w¹,nuo¹,1.57,故,06.05B.3,4
17381,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,06.05B.3,5
17382,5604,𘝦,dźjɨ,dźə¹,0,ERG,06.05B.3,6
17383,5113,𘃡,wji¹,vi¹,1.10,ERG,06.05B.3,7
17384,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,06.05B.3,8
17385,1402,𘔘,xũ¹,hu̱ṃ¹,1.96,弘,06.05B.3,9
17386,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.05B.3,10
17387,795,𘙇,rjɨr²,rər²,2.77,D1,06.05B.3,11
17388,4507,𗀚,śio¹,ṣao̱¹,1.50,引,06.05B.3,12
17389,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,06.05B.3,13
17390,4502,𗷅,śjɨ²,śə²,2.27,幔,06.05B.3,14
17391,1381,𗍙,we²,vwi̱²,2.07,帳,06.05B.3,15
17392,2357,𗆈,gjị²,gih²,2.60,遮,06.05B.4,1
17393,5856,𘕿,ɣa²,γa̱²,2.14,P.,06.05B.4,2
17394,4269,𗝿,tśhjij¹,tśhe¹,1.35,持,06.05B.4,3
17395,1045,𘒣,dạ²,da̱h²,2.56,曰,06.05B.4,4
17396,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.05B.4,5
17397,11,𗴽,lo,lo?,0,富,06.05B.4,6
17398,2226,𗨻,we²,vwi̱²,2.07,為,06.05B.4,7
17399,705,𘅍,zjịj¹,zeh¹,1.61,時,06.05B.4,8
17400,4989,𗑟,wjị¹,vih¹,1.67,朋,06.05B.4,9
17401,4889,𘎆,dźjwɨ¹,dźwə¹,1.30,友,06.05B.4,10
17402,5024,𗓆,ljij¹,le¹,1.36,改,06.05B.4,11
17403,3419,𗴢,bju̱¹,mbu¹,1.07,尊,06.05B.4,12
17404,1599,𘜘,rjir¹,rir¹,1.79,得1,06.05B.4,13
17405,705,𘅍,zjịj¹,zeh¹,1.61,時,06.05B.4,14
17406,2455,𗪯,gji²,gi²,2.10,妻,06.05B.4,15
17407,2129,𗦉,bjij²,be²,2.33,妻,06.05B.5,1
17408,5024,𗓆,ljij¹,le¹,1.36,改,06.05B.5,2
17409,3583,𗫂,tja¹,ta¹,1.20,者,06.05B.5,3
17410,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.05B.5,4
17411,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.05B.5,5
17412,7,𗵤,sjij¹,se¹,1.36,性,06.05B.5,6
17413,2698,𗎫,tsji̱r²,rtser²,2.86,性,06.05B.5,7
17414,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.05B.5,8
17415,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.05B.5,9
17416,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,06.05B.5,10
17417,1402,𘔘,xũ¹,hu̱ṃ¹,1.96,弘,06.05B.5,11
17418,3027,𗊬,kụ²,qu̱h²,2.51,答,06.05B.5,12
17419,1045,𘒣,dạ²,da̱h²,2.56,曰,06.05B.5,13
17420,3508,𗂸,bji²,bi²,2.10,臣,06.05B.5,14
17421,5026,𗓁,mji¹,mi¹,1.11,聞1,06.05B.5,15
17422,2025,𗋗,sjwi¹,swi¹,1.11,貧,06.05B.6,1
17423,214,𘔫,lụ²,lu̱h²,2.51,窮,06.05B.6,2
17424,2455,𗪯,gji²,gi²,2.10,妻,06.05B.6,3
17425,2129,𗦉,bjij²,be²,2.33,妻,06.05B.6,4
17426,4396,𗝂,rjɨr²,rər²,2.77,堂,06.05B.6,5
17427,1918,𗅋,mji¹,mi¹,1.11,不,06.05B.6,6
17428,3545,𗢕,lhjɨ̱r¹,rlhər¹,1.92,墜,06.05B.6,7
17429,3791,𗤢,bji̱²,bi²,2.10,低,06.05B.6,8
17430,3570,𗤨,dźju²,dźu²,2.02,弱,06.05B.6,9
17431,4989,𗑟,wjị¹,vih¹,1.67,朋,06.05B.6,10
17432,4889,𘎆,dźjwɨ¹,dźwə¹,1.30,友,06.05B.6,11
17433,2325,𘓔,mjɨ̣²,məh²,2.61,忘,06.05B.6,12
17434,5645,𘏚,tjị²,tih²,2.60,處,06.05B.6,13
17435,2194,𗤋,mjij¹,me¹,1.36,無,06.05B.6,14
17436,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.05B.6,15
17437,4921,𗐾,swẽ¹,swi̱ṃ¹,1.15,宋,06.05B.7,1
17438,1402,𘔘,xũ¹,hu̱ṃ¹,1.96,弘,06.05B.7,2
17439,4342,𗞞,dja²,da²,2.17,D1,06.05B.7,3
17440,2511,𗨛,rjɨr²,rər²,2.77,去,06.05B.7,4
17441,2503,𗏡,kụ¹,qu̱h¹,1.55,後,06.05B.7,5
17442,5306,𘋨,dzjwɨ¹,dzwə¹,1.30,帝,06.05B.7,6
17443,510,𘓺,ŋwər¹,rŋwə̱r¹,1.84,公,06.05B.7,7
17444,5549,𘁤,tśhjiw²,tśhiw²,2.40,主,06.05B.7,8
17445,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.05B.7,9
17446,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.05B.7,10
17447,2019,𗋕,thja¹,tha¹,1.20,此,06.05B.7,11
17448,1183,𘅣,dạ²,da̱h²,2.56,事,06.05B.7,12
17449,1918,𗅋,mji¹,mi¹,1.11,不,06.05B.7,13
17450,113,𗵆,śjɨj¹,śeṃ¹,1.42,成,06.05B.7,14
17451,5285,𘃞,ljɨ¹,lə¹,1.29,也,06.05B.7,15
17452,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.06A.1,1
17453,5354,𘌽,thjɨ²,thə²,2.28,此,06.06A.1,2
17454,1183,𘅣,dạ²,da̱h²,2.56,事,06.06A.1,3
17455,2503,𗏡,kụ¹,qu̱h¹,1.55,後,06.06A.1,4
17456,5493,𘟑,xã²,ha̱ṃ²,2.22,漢,06.06A.1,5
17457,3139,𗤀,śjij¹,śe¹,1.35,代,06.06A.1,6
17458,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,06.06A.1,7
17459,5993,𘂤,kha¹,qha̱¹,1.17,中,06.06A.1,8
17460,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說1,06.06A.1,9
17461,1768,𗍗,we²,vwi̱²,2.07,衛,06.06A.2,1
17462,1306,𗌵,kjow¹,koṃ¹,1.56,共,06.06A.2,2
17463,2455,𗪯,gji²,gi²,2.10,妻,06.06A.2,3
17464,2129,𗦉,bjij²,be²,2.33,妻,06.06A.2,4
17465,1768,𗍗,we²,vwi̱²,2.07,衛,06.06A.2,5
17466,5970,𘌜,pie¹,pai̱¹,1.09,伯,06.06A.2,6
17467,2152,𗫍,śji¹,śi¹,1.10,僖,06.06A.2,7
17468,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.06A.2,8
17469,1567,𘈷,gji²,gi²,2.10,子,06.06A.2,9
17470,1306,𗌵,kjow¹,koṃ¹,1.56,共,06.06A.2,10
17471,5970,𘌜,pie¹,pai̱¹,1.09,伯,06.06A.2,11
17472,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.06A.2,12
17473,2455,𗪯,gji²,gi²,2.10,妻,06.06A.2,13
17474,2129,𗦉,bjij²,be²,2.33,妻,06.06A.2,14
17475,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.06A.2,15
17476,1306,𗌵,kjow¹,koṃ¹,1.56,共,06.06A.3,1
17477,5970,𘌜,pie¹,pai̱¹,1.09,伯,06.06A.3,2
17478,4342,𗞞,dja²,da²,2.17,D1,06.06A.3,3
17479,769,𘒻,ljwij¹,lwe¹,1.36,崩,06.06A.3,4
17480,2019,𗋕,thja¹,tha¹,1.20,此,06.06A.3,5
17481,2455,𗪯,gji²,gi²,2.10,妻,06.06A.3,6
17482,2129,𗦉,bjij²,be²,2.33,妻,06.06A.3,7
17483,5545,𘋼,kjur²,rkur²,2.70,志,06.06A.3,8
17484,4401,𗜈,zow²,zo̱ṃ²,2.47,持,06.06A.3,9
17485,1918,𗅋,mji¹,mi¹,1.11,不,06.06A.3,10
17486,2904,𗂬,ꞏjar²,ryar²,2.74,嫁,06.06A.3,11
17487,5049,𗔀,wja¹,va¹,1.19,父,06.06A.3,12
17488,92,𗴺,mja¹,ma¹,1.20,母,06.06A.3,13
17489,5604,𘝦,dźjɨ,dźə¹,0,ERG,06.06A.3,14
17490,5113,𘃡,wji¹,vi¹,1.10,ERG,06.06A.3,15
17491,3510,𗃎,ꞏjijr¹,ryer¹,1.74,強,06.06A.4,1
17492,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,06.06A.4,2
17493,2904,𗂬,ꞏjar²,ryar²,2.74,嫁,06.06A.4,3
17494,4481,𗶷,śjɨ¹,śə¹,1.29,往2,06.06A.4,4
17495,749,𗟻,phji¹,phi¹,1.11,使1,06.06A.4,5
17496,3357,𗧠,kiẹj²,qae̱h²,2.53,欲,06.06A.4,6
17497,2455,𗪯,gji²,gi²,2.10,妻,06.06A.4,7
17498,2129,𗦉,bjij²,be²,2.33,妻,06.06A.4,8
17499,626,𗖕,nạ²,na̱h²,2.56,罵,06.06A.4,9
17500,4600,𗡔,ŋwụ¹,ŋwu̱h¹,1.58,誓,06.06A.4,10
17501,795,𘙇,rjɨr²,rər²,2.77,D1,06.06A.4,11
17502,5113,𘃡,wji¹,vi¹,1.10,為1,06.06A.4,12
17503,1918,𗅋,mji¹,mi¹,1.11,不,06.06A.4,13
17504,2904,𗂬,ꞏjar²,ryar²,2.74,嫁,06.06A.4,14
17505,4481,𗶷,śjɨ¹,śə¹,1.29,往2,06.06A.4,15
17506,2098,𗧓,ŋa²,ŋa̱²,2.14,1SG,06.06A.5,1
17507,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.06A.5,2
17508,824,𗉮,tśhjɨ²,tśhə²,2.27,立,06.06A.5,3
17509,5417,𘃛,rjar²,rar²,2.74,即,06.06A.5,4
17510,5970,𘌜,pie¹,pai̱¹,1.09,柏,06.06A.5,5
17511,707,𗉔,tśjiw¹,tśiw¹,1.45,舟,06.06A.5,6
17512,2412,𗊱,dzjo²,dzo²,2.44,詩,06.06A.5,7
17513,1355,𘄿,tjij¹,te¹,1.36,篇,06.06A.5,8
17514,795,𘙇,rjɨr²,rər²,2.77,D1,06.06A.5,9
17515,5113,𘃡,wji¹,vi¹,1.10,為1,06.06A.5,10
17516,322,𘘦,tśhjwo¹,tśhwow¹,1.48,方,06.06A.5,11
17517,433,𗖵,bju¹,bu¹,1.03,P.,06.06A.5,12
17518,2019,𗋕,thja¹,tha¹,1.20,此,06.06A.5,13
17519,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.06A.5,14
17520,5545,𘋼,kjur²,rkur²,2.70,志,06.06A.5,15
17521,1326,𘙌,kjɨ¹,kə¹,1.30,D1,06.06A.6,1
17522,46,𘟀,ljij²,le²,2.33,見1,06.06A.6,2
17523,2996,𗶫,ljiw²,liw²,2.40,柳,06.06A.7,1
17524,683,𘒂,xia¹,haa̱¹,1.30,下,06.06A.7,2
17525,3859,𘋇,xjwi¹,fi¹,1.10,惠,06.06A.7,3
17526,607,𘈑,mjɨr¹,rmər¹,1.86,姓,06.06A.7,4
17527,2888,𗤳,mə²,mə̱²,2.25,姓,06.06A.7,5
17528,745,𗍾,wjij²,ve²,2.32,尹,06.06A.7,6
17529,2639,𗦻,mji̱j²,mme²,2.35,名,06.06A.7,7
17530,1685,𗍠,khjĩ¹,khiṃ¹,1.16,禽,06.06A.7,8
17531,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.06A.7,9
17532,3566,𗥡,lu²,lu̱²,2.01,魯,06.06A.7,10
17533,2937,𗂧,lhjịj²,lheh²,0,國,06.06A.7,11
17534,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.06A.7,12
17535,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.06A.7,13
17536,5911,𗈲,khwa¹,qhwa̱¹,1.17,遠,06.06A.7,14
17537,4015,𘛂,bji̱j²,mbe²,2.35,遊,06.06A.7,15
17538,795,𘙇,rjɨr²,rər²,2.77,D1,06.06B.1,1
17539,676,𘞓,wjij¹,ve¹,1.35,往,06.06B.1,2
17540,2491,𗤼,na¹,na̱¹,1.17,夜,06.06B.1,3
17541,5399,𗯴,khju¹,khu¹,1.03,下,06.06B.1,4
17542,289,𗍁,we²,vwi̱²,2.07,城,06.06B.1,5
17543,5689,𘗠,ɣa¹,γa̱¹,1.17,戶,06.06B.1,6
17544,2533,𗬫,djɨr²,rdər²,2.77,外,06.06B.1,7
17545,1906,𗅉,niow¹,nuo¹,1.57,後,06.06B.1,8
17546,1326,𘙌,kjɨ¹,kə¹,1.30,D1,06.06B.1,9
17547,2085,𗽷,ꞏja̱r²,ryawr²,2.75,宿,06.06B.1,10
17548,824,𗉮,tśhjɨ²,tśhə²,2.27,立,06.06B.1,11
17549,5417,𘃛,rjar²,rar²,2.74,即,06.06B.1,12
17550,100,𘈩,lew¹,li̱w¹,1.43,一,06.06B.1,13
17551,960,𗕪,mjịj¹,meh¹,1.61,女,06.06B.1,14
17552,5815,𘂆,tsjɨ¹,tsə¹,1.30,小,06.06B.1,15
17553,2373,𗆐,ljịj²,lleh²,2.54,來,06.06B.2,1
17554,3370,𗦬,gu²,ġu̱²,2.01,共,06.06B.2,2
17555,5981,𗈪,ꞏja,a?,0,一,06.06B.2,3
17556,706,𘈖,we²,vwi̱²,2.07,處,06.06B.2,4
17557,3989,𗭊,ꞏjij¹,ye¹,1.36,D2,06.06B.2,5
17558,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,06.06B.2,6
17559,2019,𗋕,thja¹,tha¹,1.20,此,06.06B.2,7
17560,102,𘈚,gjɨ²,gə²,2.28,夜,06.06B.2,8
17561,143,𗀐,dźjij¹,dźe¹,1.35,寒,06.06B.2,9
17562,2320,𗴐,ɣar¹,rγa̱r¹,1.80,苦,06.06B.2,10
17563,2484,𘔼,nio̱w¹,nuo¹,1.57,因,06.06B.2,11
17564,745,𗍾,wjij²,ve²,2.32,尹,06.06B.2,12
17565,1685,𗍠,khjĩ¹,khiṃ¹,1.16,禽,06.06B.2,13
17566,960,𗕪,mjịj¹,meh¹,1.61,女,06.06B.2,14
17567,5815,𘂆,tsjɨ¹,tsə¹,1.30,小,06.06B.2,15
17568,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.06B.3,1
17569,3177,𗽺,kur²,rqu̱r²,2.69,寒,06.06B.3,2
17570,3527,𗋸,mja¹,ma¹,1.20,恐,06.06B.3,3
17571,5918,𗈶,sjɨ¹,sə¹,1.30,死2,06.06B.3,4
17572,2621,𗾫,sji̱j²,nse²,2.35,思,06.06B.3,5
17573,3163,𗫟,phow¹,pho̱ṃ¹,1.54,懷,06.06B.3,6
17574,2983,𗅁,ꞏu²,γu̱²,2.01,中,06.06B.3,7
17575,2590,𗋚,wjɨ²,və²,2.27,D1,06.06B.3,8
17576,2396,𗶠,dzu̱²,ndzu̱²,2.05,坐,06.06B.3,9
17577,749,𗟻,phji¹,phi¹,1.11,使1,06.06B.3,10
17578,4729,𗓈,lhwu¹,lhwu̱¹,1.01,衣,06.06B.3,11
17579,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,06.06B.3,12
17580,2529,𗃡,pjụ²,puh²,2.52,冠,06.06B.3,13
17581,3008,𗐜,ɣja²,γa²,2.16,蓋,06.06B.3,14
17582,3513,𗹦,mə¹,mə̱¹,1.27,天,06.06B.3,15
17583,5453,𘛺,bjij²,be²,2.33,曉,06.06B.4,1
17584,5856,𘕿,ɣa²,γa̱²,2.14,P.,06.06B.4,2
17585,2679,𗫡,njɨ²,nə²,2.28,至,06.06B.4,3
17586,5815,𘂆,tsjɨ¹,tsə¹,1.30,亦,06.06B.4,4
17587,1910,𗅲,tjɨ̣j²,teṃh²,2.55,禮,06.06B.4,5
17588,1943,𗅔,nja̱²,naw²,2.18,非,06.06B.4,6
17589,1918,𗅋,mji¹,mi¹,1.11,不,06.06B.4,7
17590,3844,𗭍,dźjịj¹,dźeh¹,1.61,行,06.06B.4,8
17591,707,𗉔,tśjiw¹,tśiw¹,1.45,周,06.06B.4,9
17592,3139,𗤀,śjij¹,śe¹,1.35,代,06.06B.4,10
17593,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.06B.4,11
17594,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.06B.4,12
17595,5354,𘌽,thjɨ²,thə²,2.28,此,06.06B.4,13
17596,1183,𘅣,dạ²,da̱h²,2.56,事,06.06B.4,14
17597,5442,𘏸,śiə¹,ṣaə̱¹,1.28,史,06.06B.4,15
17598,5157,𘎫,kji¹,ki¹,1.11,記,06.06B.5,1
17599,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,06.06B.5,2
17600,5993,𘂤,kha¹,qha̱¹,1.17,中,06.06B.5,3
17601,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說1,06.06B.5,4
17602,3323,𗿖,ŋia̱²,ŋŋaa̱²,2.20,顏,06.06B.6,1
17603,5297,𘋺,śio̱w¹,ṣuo¹,1.57,叔,06.06B.6,2
17604,5925,𘕘,tsə¹,tsə̱¹,1.27,子,06.06B.6,3
17605,3566,𗥡,lu²,lu̱²,2.01,魯,06.06B.6,4
17606,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.06B.6,5
17607,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.06B.6,6
17608,1245,𘝵,ꞏjij¹,ye¹,1.36,自,06.06B.6,7
17609,5356,𘞪,tjịj¹,teh¹,1.61,獨,06.06B.6,8
17610,3622,𗤫,kjɨ̱r²,rkər²,2.85,屋,06.06B.6,9
17611,448,𗖌,gjɨ²,gə²,2.28,一,06.06B.6,10
17612,2983,𗅁,ꞏu²,γu̱²,2.01,中,06.06B.6,11
17613,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,06.06B.6,12
17614,2019,𗋕,thja¹,tha¹,1.20,此,06.06B.6,13
17615,102,𘈚,gjɨ²,gə²,2.28,夜,06.06B.6,14
17616,2302,𘚶,ljɨ¹,lə¹,1.29,風,06.06B.6,15
17617,2064,𗢵,wor¹,rvwo̱r¹,1.89,起,06.06B.7,1
17618,3431,𗼮,dzjụ²,dzuh²,2.52,雨,06.06B.7,2
17619,3456,𗄼,lja¹,la¹,1.20,來,06.06B.7,3
17620,942,𗈇,ljạ¹,lah¹,1.64,北,06.06B.7,4
17621,3349,𗏣,rjijr²,rer²,2.68,P.,06.06B.7,5
17622,5165,𗯩,twụ¹,twu̱h¹,1.58,處,06.06B.7,6
17623,3622,𗤫,kjɨ̱r²,rkər²,2.85,屋,06.06B.7,7
17624,2560,𗹨,ꞏjɨj²,yeṃ²,2.37,屋,06.06B.7,8
17625,1452,𗱢,nja¹,na¹,1.20,D1,06.06B.7,9
17626,907,𗶥,kiew¹,qai̱w¹,1.44,塌,06.06B.7,10
17627,100,𘈩,lew¹,li̱w¹,1.43,一,06.06B.7,11
17628,960,𗕪,mjịj¹,meh¹,1.61,女,06.06B.7,12
17629,5815,𘂆,tsjɨ¹,tsə¹,1.30,小,06.06B.7,13
17630,5297,𘋺,śio̱w¹,ṣuo¹,1.57,叔,06.06B.7,14
17631,5925,𘕘,tsə¹,tsə̱¹,1.27,子,06.06B.7,15
17632,5447,𘋩,do²,do̱²,2.42,P.,06.07A.1,1
17633,1326,𘙌,kjɨ¹,kə¹,1.30,D1,06.07A.1,2
17634,2775,𗤇,dew²,di̱w²,2.38,奔,06.07A.1,3
17635,5113,𘃡,wji¹,vi¹,1.10,為1,06.07A.1,4
17636,5297,𘋺,śio̱w¹,ṣuo¹,1.57,叔,06.07A.1,5
17637,5925,𘕘,tsə¹,tsə̱¹,1.27,子,06.07A.1,6
17638,2590,𗋚,wjɨ²,və²,2.27,D1,06.07A.1,7
17639,3159,𗨙,lhjịj²,lheh²,2.54,受1,06.07A.1,8
17640,4557,𘔅,zjur²,rzur²,2.70,炬,06.07A.1,9
17641,63,𘟅,tśhjij¹,tśhe¹,1.35,舉,06.07A.1,10
17642,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,06.07A.1,11
17643,2396,𗶠,dzu̱²,ndzu̱²,2.05,坐,06.07A.1,12
17644,4557,𘔅,zjur²,rzur²,2.70,炬,06.07A.1,13
17645,3075,𗋃,sji¹,si¹,1.11,盡,06.07A.1,14
17646,1906,𗅉,niow¹,nuo¹,1.57,後,06.07A.1,15
17647,3349,𗏣,rjijr²,rer²,2.68,P.,06.07A.2,1
17648,3622,𗤫,kjɨ̱r²,rkər²,2.85,屋,06.07A.2,2
17649,89,𗀔,tśhja̱¹,tśhaw¹,1.21,P.,06.07A.2,3
17650,585,𗉝,śjị²,śih²,2.60,草,06.07A.2,4
17651,1770,𗟨,lhjwi¹,lhwi¹,1.11,取,06.07A.2,5
17652,1326,𘙌,kjɨ¹,kə¹,1.30,D1,06.07A.2,6
17653,5192,𘐂,njwɨ̣²,nwəh²,2.61,燒,06.07A.2,7
17654,5880,𗳒,ŋwu²,ŋwu̱²,2.01,而,06.07A.2,8
17655,3513,𗹦,mə¹,mə̱¹,1.27,天,06.07A.2,9
17656,5453,𘛺,bjij²,be²,2.33,黎,06.07A.2,10
17657,5856,𘕿,ɣa²,γa̱²,2.14,P.,06.07A.2,11
17658,2679,𗫡,njɨ²,nə²,2.28,至,06.07A.2,12
17659,5815,𘂆,tsjɨ¹,tsə¹,1.30,亦,06.07A.2,13
17660,4027,𗍫,njɨ̱¹,nnə¹,1.32,二,06.07A.2,14
17661,2518,𗤶,nji̱j¹,nne¹,1.39,心,06.07A.2,15
17662,1918,𗅋,mji¹,mi¹,1.11,不,06.07A.3,1
17663,9,𗄈,śjwo¹,śwow¹,1.48,發,06.07A.3,2
17664,707,𗉔,tśjiw¹,tśiw¹,1.45,周,06.07A.3,3
17665,3139,𗤀,śjij¹,śe¹,1.35,代,06.07A.3,4
17666,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.07A.3,5
17667,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.07A.3,6
17668,5354,𘌽,thjɨ²,thə²,2.28,此,06.07A.3,7
17669,1183,𘅣,dạ²,da̱h²,2.56,事,06.07A.3,8
17670,5442,𘏸,śiə¹,ṣaə̱¹,1.28,史,06.07A.3,9
17671,5157,𘎫,kji¹,ki¹,1.11,記,06.07A.3,10
17672,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,06.07A.3,11
17673,5993,𘂤,kha¹,qha̱¹,1.17,中,06.07A.3,12
17674,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說1,06.07A.3,13
17675,3832,𗇐,djị²,dih²,2.60,醫1,06.07A.4,1
17676,3439,𗼡,pjịj¹,peh¹,1.61,巫,06.07A.4,2
17677,1355,𘄿,tjij¹,te¹,1.36,篇,06.07A.4,3
17678,4027,𗍫,njɨ̱¹,nnə¹,1.32,二,06.07A.4,4
17679,1084,𗰗,ɣạ²,γa̱h²,2.56,十,06.07A.4,5
17680,3113,𗢭,gjɨ̱¹,ŋgə¹,1.32,九,06.07A.4,6
17681,2874,𗦔,so²,so̱²,2.42,桑,06.07A.5,1
17682,1234,𘄱,thjɨj¹,theṃ¹,1.42,田,06.07A.5,2
17683,546,𘈫,ꞏu²,γu̱²,2.01,巫,06.07A.5,3
17684,,,,,,,06.07A.5,4
17685,3803,𗦿,pjɨj¹,peṃ¹,1.42,扁,06.07A.5,5
17686,318,𗘊,tshjwu²,tshwu²,2.03,鵲,06.07A.5,6
17687,,,,,,,06.07A.5,7
17688,3553,𗋳,kwã¹,kwa̱ṃ¹,1.24,管,06.07A.5,8
17689,3566,𗥡,lu²,lu̱²,2.01,輅,06.07A.5,9
17690,,,,,,,06.07A.5,10
17691,3566,𗥡,lu²,lu̱²,2.01,盧,06.07A.5,11
17692,3119,𗫔,ꞏji¹,yi¹,1.11,醫,06.07A.5,12
17693,,,,,,,06.07A.5,13
17694,2872,𗩇,wẽ¹,vwi̱ṃ¹,1.15,文,06.07A.5,14
17695,4896,𗔨,tśiə²,tṣaə̱²,2.26,摯,06.07A.5,15
17696,,,,,,,06.07A.6,1
17697,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,董,06.07A.6,2
17698,2635,𗼵,xjow²,hao̱²,2.43,奉,06.07A.6,3
17699,,,,,,,06.07A.6,4
17700,2476,𗨍,xiwa¹,hwaa̱¹,1.18,華,06.07A.6,5
17701,3640,𗣩,tha²,tha̱²,2.14,陀,06.07A.6,6
17702,,,,,,,06.07A.6,7
17703,2012,𗌃,tũ¹,tu̱ṃ¹,1.96,東,06.07A.6,8
17704,3423,𗐐,xjow¹,hoṃ¹,1.56,方,06.07A.6,9
17705,778,𗡫,śio²,ṣao̱²,2.43,朔,06.07A.6,10
17706,,,,,,,06.07A.6,11
17707,3101,𗫸,ꞏjị²,yih²,2.60,復,06.07A.6,12
17708,3553,𗋳,kwã¹,kwa̱ṃ¹,1.24,管,06.07A.6,13
17709,3566,𗥡,lu²,lu̱²,2.01,輅,06.07A.6,14
17710,1034,𘝻,kwo¹,qwo̱¹,1.19,郭,06.07A.7,1
17711,4031,𘀄,gju̱²,ŋgu²,2.06,玉,06.07A.7,2
17712,,,,,,,06.07A.7,3
17713,4609,𗢄,śjwã²,śwaṃ²,2.24,淳,06.07A.7,4
17714,775,𗘼,gju̱¹,ŋgu¹,1.07,于,06.07A.7,5
17715,1733,𗶃,tśji²,tśi²,2.09,智,06.07A.7,6
17716,2874,𗦔,so²,so̱²,2.42,桑,06.07B.1,1
17717,1234,𘄱,thjɨj¹,theṃ¹,1.42,田,06.07B.1,2
17718,546,𘈫,ꞏu²,γu̱²,2.01,巫,06.07B.1,3
17719,3213,𗦆,tsjĩ¹,tsiṃ¹,1.16,晉,06.07B.1,4
17720,2937,𗂧,lhjịj²,lheh²,0,國,06.07B.1,5
17721,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.07B.1,6
17722,508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.07B.1,7
17723,2219,𘊐,kjij¹,ke¹,1.36,景,06.07B.1,8
17724,3738,𘓖,kow¹,qo̱ṃ¹,1.54,公,06.07B.1,9
17725,2857,𗥓,ŋo²,ŋo̱²,2.42,病,06.07B.1,10
